DateTime|TF|SurfTermo|SurfTermoEqu|TermoSBE|ConductSBE|ScSBE|ScSBEequ|Lat|Lon|Speed|Cours
27.10.2023  00:00:14|G|000.000000|000.000000|008.736500|007.411660|121.701922|096.950502|52.260452|106.120483|009.60|212.50
27.10.2023  00:00:24|G|000.000000|000.000000|008.743500|007.411670|121.693854|096.943902|52.260075|106.120079|009.50|213.20
27.10.2023  00:00:34|G|000.000000|000.000000|008.730300|007.411640|121.689130|096.940038|52.259712|106.119713|009.60|213.60
27.10.2023  00:00:44|G|000.000000|000.000000|008.725500|007.411640|121.706897|096.954571|52.259350|106.119263|009.60|216.10
27.10.2023  00:00:54|G|000.000000|000.000000|008.712400|007.411640|121.755362|096.994215|52.258991|106.118866|009.60|212.10
27.10.2023  00:01:04|G|000.000000|000.000000|008.710000|007.411600|121.692981|096.943188|52.258595|106.118484|009.60|210.60
27.10.2023  00:01:24|G|000.000000|000.000000|008.691700|007.411560|121.689411|096.940268|52.257820|106.117783|009.60|208.70
27.10.2023  00:01:32|G|000.000000|000.000000|008.675000|007.411520|121.679788|096.932396|52.257519|106.117516|009.70|209.80
27.10.2023  00:01:44|G|000.000000|000.000000|008.670700|007.411510|121.677843|096.930805|52.257069|106.117043|009.50|211.30
27.10.2023  00:01:54|G|000.000000|000.000000|008.675600|007.411510|121.659716|096.915978|52.256683|106.116692|009.50|208.60
27.10.2023  00:02:04|G|000.000000|000.000000|008.667600|007.411490|121.653616|096.910988|52.256310|106.116325|009.60|213.10
27.10.2023  00:02:12|G|000.000000|000.000000|008.664300|007.411510|121.701495|096.950152|52.256020|106.115997|009.70|215.00
27.10.2023  00:02:22|G|000.000000|000.000000|008.660100|007.411520|121.734927|096.977499|52.255672|106.115570|009.80|215.10
27.10.2023  00:02:52|G|000.000000|000.000000|008.655500|007.411510|121.734188|096.976895|52.254597|106.114281|009.30|214.80
27.10.2023  00:03:04|G|000.000000|000.000000|008.637800|007.411460|121.710484|096.957506|52.254143|106.113884|009.40|207.90
27.10.2023  00:03:12|G|000.000000|000.000000|008.634400|007.411440|121.687351|096.938583|52.253819|106.113625|009.50|206.50
27.10.2023  00:03:22|G|000.000000|000.000000|008.637100|007.411430|121.659412|096.915729|52.253418|106.113304|009.60|208.30
27.10.2023  00:03:34|G|000.000000|000.000000|008.632800|007.411430|121.675464|096.928859|52.252987|106.112854|009.70|211.10
27.10.2023  00:03:44|G|000.000000|000.000000|008.619000|007.411450|121.762248|096.999847|52.252617|106.112488|009.50|210.20
27.10.2023  00:03:54|G|000.000000|000.000000|008.608000|007.411370|121.660157|096.916338|52.252239|106.112114|009.50|211.30
27.10.2023  00:04:04|G|000.000000|000.000000|008.611700|007.411430|121.753543|096.992727|52.251877|106.111732|009.60|213.60
27.10.2023  00:04:34|G|000.000000|000.000000|008.593700|007.411400|121.766735|097.003518|52.250755|106.110596|009.60|211.80
27.10.2023  00:04:44|G|000.000000|000.000000|008.615600|007.411420|121.721334|096.966380|52.250378|106.110229|009.50|212.00
27.10.2023  00:04:54|G|000.000000|000.000000|008.609100|007.411430|121.763263|097.000677|52.250015|106.109833|009.60|211.40
27.10.2023  00:05:04|G|000.000000|000.000000|008.598800|007.411380|121.712106|096.958832|52.249638|106.109459|009.30|212.50
27.10.2023  00:05:24|G|000.000000|000.000000|008.609900|007.411410|121.724614|096.969064|52.248894|106.108673|009.50|211.20
27.10.2023  00:05:32|G|000.000000|000.000000|008.606500|007.411370|121.665758|096.920920|52.248550|106.108414|009.50|207.50
27.10.2023  00:05:44|G|000.000000|000.000000|008.610600|007.411380|121.668368|096.923055|52.248112|106.107956|009.50|209.30
27.10.2023  00:05:52|G|000.000000|000.000000|008.607500|007.411370|121.661879|096.917747|52.247784|106.107666|009.70|213.80
27.10.2023  00:06:02|G|000.000000|000.000000|008.598200|007.411360|121.678684|096.931493|52.247452|106.107239|009.39|214.00
27.10.2023  00:06:22|G|000.000000|000.000000|008.608500|007.411370|121.658359|096.914868|52.246693|106.106560|009.60|208.20
27.10.2023  00:06:34|G|000.000000|000.000000|008.627200|007.411430|121.696114|096.945751|52.246243|106.106117|009.50|208.50
27.10.2023  00:06:44|G|000.000000|000.000000|008.635900|007.411430|121.663942|096.919434|52.245861|106.105774|009.50|210.80
27.10.2023  00:06:54|G|000.000000|000.000000|008.625200|007.411410|121.667809|096.922598|52.245480|106.105392|009.50|213.70
27.10.2023  00:07:04|G|000.000000|000.000000|008.625800|007.411470|121.772787|097.008469|52.245106|106.104980|009.50|213.60
27.10.2023  00:07:14|G|000.000000|000.000000|008.599700|007.411390|121.726704|096.970773|52.244751|106.104614|009.60|211.20
27.10.2023  00:07:24|G|000.000000|000.000000|008.595000|007.411360|121.690500|096.941159|52.244377|106.104256|009.40|209.90
27.10.2023  00:07:34|G|000.000000|000.000000|008.612700|007.411380|121.660588|096.916691|52.243999|106.103874|009.60|213.00
27.10.2023  00:07:44|G|000.000000|000.000000|008.590100|007.411380|121.744418|096.985263|52.243629|106.103485|009.50|211.50
27.10.2023  00:07:54|G|000.000000|000.000000|008.598400|007.411400|121.749314|096.989268|52.243256|106.103119|009.40|209.60
27.10.2023  00:08:04|G|000.000000|000.000000|008.613400|007.411410|121.711463|096.958306|52.242870|106.102760|009.60|212.70
27.10.2023  00:08:12|G|000.000000|000.000000|008.662700|007.411510|121.707485|096.955052|52.242550|106.102425|009.60|214.80
27.10.2023  00:08:24|G|000.000000|000.000000|008.687700|007.411580|121.739753|096.981447|52.242149|106.101936|009.50|212.90
27.10.2023  00:08:32|G|000.000000|000.000000|008.670400|007.411500|121.661074|096.917089|52.241810|106.101692|009.50|214.10
27.10.2023  00:08:42|G|000.000000|000.000000|008.704400|007.411600|121.713664|096.960106|52.241467|106.101196|009.50|216.40
27.10.2023  00:08:52|G|000.000000|000.000000|008.708000|007.411560|121.629233|096.891043|52.241112|106.100784|009.50|210.60
27.10.2023  00:09:02|G|000.000000|000.000000|008.709600|007.411560|121.623254|096.886152|52.240719|106.100494|009.30|206.60
27.10.2023  00:09:14|G|000.000000|000.000000|008.695600|007.411500|121.568111|096.841046|52.240295|106.100090|009.50|207.50
27.10.2023  00:09:22|G|000.000000|000.000000|008.709800|007.411540|121.586812|096.856343|52.239933|106.099800|009.60|209.80
27.10.2023  00:09:32|G|000.000000|000.000000|008.711000|007.411540|121.582311|096.852662|52.239571|106.099464|009.60|212.00
27.10.2023  00:09:42|G|000.000000|000.000000|008.713400|007.411560|121.609101|096.874576|52.239193|106.099052|009.50|215.90
27.10.2023  00:09:52|G|000.000000|000.000000|008.688900|007.411470|121.539270|096.817455|52.238831|106.098640|009.39|213.60
