DateTime|SurfTermo|TermoSBE|ConductSBE|ScSBE|Lat|Lon|Speed|Cours
10.08.2021  14:40:25|-100.0|14.1979|7.41721|113.247118|51.634129|104.995018|7.98|148.2
10.08.2021  14:40:33|-100.0|14.2065|7.41724|113.269319|51.633873|104.99527|8.09|149.2
10.08.2021  14:40:38|-100.0|14.2122|7.41725|113.268885|51.633713|104.995422|8.11|149.0
10.08.2021  14:40:46|-100.0|14.2437|7.41732|113.289137|51.633453|104.995651|8.05|150.7
10.08.2021  14:40:51|-100.0|14.2666|7.41734|113.256487|51.633293|104.995796|7.94|150.3
10.08.2021  14:40:59|-100.0|14.2642|7.41736|113.293836|51.633038|104.996025|7.88|149.6
10.08.2021  14:41:04|-100.0|14.2511|7.4173|113.238067|51.632881|104.996178|7.92|149.7
10.08.2021  14:41:12|-100.0|14.2771|7.41736|113.258215|51.632618|104.996407|8.1|151.1
10.08.2021  14:41:17|-100.0|14.2545|7.4173|113.228682|51.632454|104.996552|8.11|151.2
10.08.2021  14:41:25|-100.0|14.2838|7.41738|113.27052|51.632183|104.99678|8.2|152.1
10.08.2021  14:41:30|-100.0|14.2827|7.41736|113.242858|51.632019|104.996925|8.13|151.4
10.08.2021  14:41:38|-100.0|14.2802|7.41738|113.280284|51.631752|104.997154|8.15|151.8
10.08.2021  14:41:43|-100.0|14.2881|7.41736|113.227883|51.631584|104.997299|8.11|151.8
10.08.2021  14:41:51|-100.0|14.3056|7.41742|113.271595|51.631321|104.997513|7.99|152.9
10.08.2021  14:41:56|-100.0|14.2952|7.41738|113.238974|51.631157|104.997658|8.11|152.0
10.08.2021  14:42:04|-100.0|14.3198|7.41743|113.247759|51.63089|104.997879|8.15|151.8
10.08.2021  14:42:09|-100.0|14.3299|7.41745|113.250619|51.630722|104.998016|8.09|153.0
10.08.2021  14:42:17|-100.0|14.3336|7.41751|113.332121|51.630459|104.99826|8.15|150.9
10.08.2021  14:42:22|-100.0|14.306|7.41744|113.301011|51.630299|104.998405|8.03|150.2
10.08.2021  14:42:30|-100.0|14.3172|7.41747|113.316103|51.630043|104.998634|7.95|150.4
10.08.2021  14:42:35|-100.0|14.3557|7.41765|113.485213|51.629879|104.998779|7.89|150.2
10.08.2021  14:42:43|-100.0|14.5457|7.41798|113.467878|51.629627|104.999023|8.05|149.4
10.08.2021  14:42:48|-100.0|14.5529|7.418|113.478713|51.629467|104.999176|8.02|149.5
10.08.2021  14:42:56|-100.0|14.599|7.41809|113.489991|51.629211|104.999413|8.0|150.8
10.08.2021  14:43:01|-100.0|14.5846|7.41804|113.453114|51.629047|104.999565|8.11|149.3
10.08.2021  14:43:09|-100.0|14.6004|7.41809|113.486254|51.628788|104.999809|8.03|150.1
10.08.2021  14:43:14|-100.0|14.5955|7.41811|113.530015|51.628632|104.999954|7.91|149.5
10.08.2021  14:43:22|-100.0|14.6064|7.41816|113.576383|51.628372|105.000191|8.05|150.7
10.08.2021  14:43:27|-100.0|14.5973|7.41817|113.61626|51.628208|105.000343|8.1|148.8
10.08.2021  14:43:35|-100.0|14.6066|7.41821|113.6517|51.627945|105.00058|8.26|150.9
10.08.2021  14:43:40|-100.0|14.6196|7.4182|113.601089|51.627781|105.000725|8.06|151.3
10.08.2021  14:43:48|-100.0|14.6176|7.41825|113.682521|51.627518|105.000946|8.02|152.5
