DateTime|TF|SurfTermo|SurfTermoEqu|TermoSBE|ConductSBE|ScSBE|ScSBEequ|Lat|Lon|Speed|Cours
07.06.2021  00:00:07|S|000.000000|000.000000|004.149900|007.401500|120.253445|095.253445|00.000000|000.000000|000.00|00.00
07.06.2021  00:00:12|S|000.000000|000.000000|004.149700|007.401480|120.213149|095.213149|00.000000|000.000000|000.00|00.00
07.06.2021  00:00:20|S|000.000000|000.000000|004.149700|007.401500|120.254223|095.254223|00.000000|000.000000|000.00|00.00
07.06.2021  00:00:25|S|000.000000|000.000000|004.149200|007.401460|120.174156|095.174156|00.000000|000.000000|000.00|00.00
07.06.2021  00:00:33|S|000.000000|000.000000|004.149300|007.401500|120.255908|095.255908|00.000000|000.000000|000.00|00.00
07.06.2021  00:00:38|S|000.000000|000.000000|004.148500|007.401480|120.218109|095.218109|00.000000|000.000000|000.00|00.00
07.06.2021  00:00:46|S|000.000000|000.000000|004.146700|007.401500|120.266557|095.266557|00.000000|000.000000|000.00|00.00
07.06.2021  00:00:51|S|000.000000|000.000000|004.145900|007.401480|120.228807|095.228807|00.000000|000.000000|000.00|00.00
07.06.2021  00:00:59|S|000.000000|000.000000|004.148000|007.401480|120.220155|095.220155|00.000000|000.000000|000.00|00.00
07.06.2021  00:01:04|S|000.000000|000.000000|004.148900|007.401480|120.216452|095.216452|00.000000|000.000000|000.00|00.00
07.06.2021  00:01:12|S|000.000000|000.000000|004.148700|007.401520|120.299395|095.299395|00.000000|000.000000|000.00|00.00
07.06.2021  00:01:17|S|000.000000|000.000000|004.149400|007.401500|120.255506|095.255506|00.000000|000.000000|000.00|00.00
07.06.2021  00:01:25|S|000.000000|000.000000|004.149400|007.401500|120.255472|095.255472|00.000000|000.000000|000.00|00.00
07.06.2021  00:01:30|S|000.000000|000.000000|004.149000|007.401460|120.174986|095.174986|00.000000|000.000000|000.00|00.00
07.06.2021  00:01:38|S|000.000000|000.000000|004.148700|007.401500|120.258378|095.258378|00.000000|000.000000|000.00|00.00
07.06.2021  00:01:43|S|000.000000|000.000000|004.148900|007.401500|120.257527|095.257527|00.000000|000.000000|000.00|00.00
07.06.2021  00:01:51|S|000.000000|000.000000|004.150600|007.401500|120.250535|095.250535|00.000000|000.000000|000.00|00.00
07.06.2021  00:01:56|S|000.000000|000.000000|004.147500|007.401480|120.222169|095.222169|00.000000|000.000000|000.00|00.00
07.06.2021  00:02:04|S|000.000000|000.000000|004.146600|007.401500|120.266949|095.266949|00.000000|000.000000|000.00|00.00
07.06.2021  00:02:09|S|000.000000|000.000000|004.145100|007.401480|120.232071|095.232071|00.000000|000.000000|000.00|00.00
07.06.2021  00:02:17|S|000.000000|000.000000|004.147100|007.401500|120.264907|095.264907|00.000000|000.000000|000.00|00.00
07.06.2021  00:02:22|S|000.000000|000.000000|004.151000|007.401470|120.187271|095.187271|00.000000|000.000000|000.00|00.00
07.06.2021  00:02:30|S|000.000000|000.000000|004.151300|007.401480|120.206589|095.206589|00.000000|000.000000|000.00|00.00
07.06.2021  00:02:35|S|000.000000|000.000000|004.151500|007.401470|120.185230|095.185230|00.000000|000.000000|000.00|00.00
07.06.2021  00:02:43|S|000.000000|000.000000|004.150300|007.401500|120.251801|095.251801|00.000000|000.000000|000.00|00.00
07.06.2021  00:02:48|S|000.000000|000.000000|004.150300|007.401480|120.210685|095.210685|00.000000|000.000000|000.00|00.00
07.06.2021  00:02:56|S|000.000000|000.000000|004.148800|007.401480|120.216844|095.216844|00.000000|000.000000|000.00|00.00
