Time,T,Lat,Lon
2021-05-26 17:04:49,2.2884,52.453571,106.659897
2021-05-26 17:19:54,2.2626,52.458858,106.717949
2021-05-26 17:34:56,2.6604,52.464611,106.775917
2021-05-26 17:50:01,2.5891,52.468807,106.832909
2021-05-26 19:01:57,2.63,52.488647,106.894913
2021-05-26 19:58:39,2.8493,52.562305,107.08252
2021-05-26 20:13:44,4.9347,52.571815,107.11879
2021-05-26 20:28:46,2.6282,52.574486,107.122299
2021-05-26 20:43:52,2.0887,52.580452,107.115166
2021-05-26 20:58:54,2.0652,52.581825,107.115738
2021-05-26 21:13:59,2.054,52.582851,107.116425
2021-05-26 21:29:01,2.0474,52.583862,107.117538
2021-05-26 21:44:06,2.0413,52.585491,107.119614
2021-05-26 21:59:08,2.5627,52.593029,107.168182
2021-05-26 22:14:13,2.1317,52.600681,107.225891
2021-05-26 22:29:15,7.1591,52.605438,107.281174
2021-05-26 22:44:20,1.997,52.611748,107.275291
2021-05-26 22:59:22,2.1418,52.61433,107.246994
2021-05-26 23:14:27,2.3425,52.597435,107.2258
2021-05-26 23:29:29,2.0998,52.602867,107.199471
2021-05-26 23:44:34,2.0356,52.614304,107.170288
2021-05-26 23:59:36,2.0451,52.604027,107.154922
2021-05-27 00:14:41,2.0494,52.59248,107.140663
2021-05-27 00:29:43,2.0311,52.600697,107.109261
2021-05-27 00:44:48,2.0313,52.594837,107.089111
2021-05-27 00:59:50,2.0659,52.574341,107.087982
2021-05-27 01:14:55,2.1736,52.573254,107.067238
2021-05-27 01:29:57,2.0759,52.584099,107.036957
2021-05-27 01:45:02,2.0962,52.591019,107.009392
2021-05-27 02:00:04,2.1982,52.57156,107.013618
2021-05-27 02:15:09,2.3299,52.554916,107.01091
2021-05-27 02:30:11,2.1287,52.562473,106.979912
2021-05-27 02:45:16,2.0676,52.576439,106.952515
2021-05-27 03:00:18,2.1111,52.563961,106.948387
2021-05-27 03:15:23,2.2045,52.544228,106.952011
2021-05-27 03:30:29,2.183,52.537361,106.934708
2021-05-27 03:45:31,2.1275,52.548786,106.905479
2021-05-27 04:00:36,2.1392,52.543056,106.879173
2021-05-27 04:15:38,2.1373,52.522476,106.8787
2021-05-27 04:30:43,2.1217,52.50251,106.879951
2021-05-27 04:45:45,2.0905,52.513134,106.856239
2021-05-27 05:00:50,2.1452,52.528954,106.831078
2021-05-27 05:15:52,2.1292,52.540874,106.803566
2021-05-27 05:30:57,2.1272,52.5233,106.7976
2021-05-27 05:45:59,2.0515,52.502701,106.799294
2021-05-27 06:01:04,2.2656,52.481686,106.799942
2021-05-27 06:16:06,2.1218,52.494625,106.776535
2021-05-27 06:31:11,2.1879,52.512314,106.756638
2021-05-27 06:46:13,2.2684,52.528904,106.735329
2021-05-27 07:01:18,2.2084,52.526272,106.700806
2021-05-27 07:16:20,2.1409,52.504532,106.697937
2021-05-27 07:31:25,2.2451,52.494392,106.697731
2021-05-27 07:46:27,2.2164,52.486267,106.700424
2021-05-27 08:01:32,2.1298,52.464775,106.698662
2021-05-27 08:16:34,2.1358,52.46386,106.685814
2021-05-27 08:31:39,2.2449,52.469288,106.683083
2021-05-27 08:46:41,2.2542,52.482235,106.669128
2021-05-27 09:01:42,2.1873,52.500008,106.651588
2021-05-27 09:16:44,2.2737,52.517849,106.633804
2021-05-27 09:31:49,2.3143,52.535713,106.615379
2021-05-27 09:46:51,2.3375,52.553913,106.596581
2021-05-27 10:01:56,2.4579,52.547497,106.577347
2021-05-27 10:16:58,2.3312,52.52713,106.579605
2021-05-27 10:32:03,2.3023,52.506596,106.582176
2021-05-27 10:47:05,2.3297,52.486034,106.584633
2021-05-27 11:02:10,2.228,52.465443,106.586891
2021-05-27 11:17:12,2.2708,52.457001,106.586441
2021-05-27 11:32:17,2.0276,52.436611,106.586792
2021-05-27 11:47:19,2.0739,52.43388,106.581764
2021-05-27 12:02:24,2.3151,52.451485,106.562851
2021-05-27 12:17:26,2.2721,52.469795,106.5457
2021-05-27 12:32:31,2.2479,52.488785,106.528221
2021-05-27 12:47:34,2.3944,52.506104,106.507637
2021-05-27 13:02:40,2.2504,52.512474,106.48188
2021-05-27 13:17:42,2.3328,52.49614,106.477036
2021-05-27 13:32:47,2.2616,52.476345,106.477791
2021-05-27 13:47:49,2.2918,52.456341,106.478615
2021-05-27 14:02:54,2.3287,52.435757,106.479286
2021-05-27 14:18:04,1.9312,52.414913,106.48082
2021-05-27 14:33:06,2.0054,52.421772,106.463257
2021-05-27 14:48:11,2.2839,52.438431,106.440178
2021-05-27 15:03:13,2.2834,52.454777,106.415352
2021-05-27 15:18:18,2.2254,52.467777,106.397575
2021-05-27 15:33:24,2.1957,52.471214,106.398438
2021-05-27 15:48:26,2.2149,52.474628,106.399574
2021-05-27 16:03:31,2.1494,52.484135,106.377533
2021-05-27 16:18:37,2.2688,52.471519,106.365868
2021-05-27 16:33:39,2.2976,52.453938,106.366158
2021-05-27 16:48:44,2.2926,52.436096,106.366577
2021-05-27 17:03:46,2.1065,52.416302,106.366707
2021-05-27 17:18:51,1.9525,52.397366,106.365463
2021-05-27 17:33:53,1.8488,52.402111,106.335876
2021-05-27 17:48:58,1.8962,52.417282,106.308022
2021-05-27 18:04:00,2.3685,52.433178,106.280144
2021-05-27 18:19:01,2.3009,52.449226,106.251709
2021-05-27 18:34:03,2.496,52.459312,106.222961
2021-05-27 18:49:08,2.3104,52.438904,106.228745
2021-05-27 19:04:10,2.2836,52.417648,106.239449
2021-05-27 19:19:15,1.8188,52.396637,106.252426
2021-05-27 19:34:17,1.8458,52.396511,106.251854
2021-05-27 19:49:22,1.7072,52.394127,106.254112
2021-05-27 20:04:24,1.6892,52.375416,106.256569
2021-05-27 20:19:29,1.712,52.361839,106.229507
2021-05-27 20:34:31,2.4122,52.364922,106.194382
2021-05-27 20:49:36,2.3747,52.373119,106.159386
2021-05-27 21:04:38,2.3115,52.383102,106.124031
2021-05-27 21:19:43,2.2714,52.393921,106.088486
2021-05-27 21:34:45,2.2961,52.390915,106.072838
2021-05-27 21:49:50,2.2984,52.374214,106.09507
2021-05-27 22:04:52,1.7858,52.35598,106.116425
2021-05-27 22:19:57,1.7823,52.350609,106.116745
2021-05-27 22:34:59,1.7585,52.346642,106.108772
2021-05-27 22:50:04,1.6898,52.343006,106.107368
2021-05-27 23:05:06,1.8215,52.35445,106.112366
2021-05-27 23:20:11,1.7324,52.343048,106.133743
2021-05-27 23:35:13,1.5055,52.325275,106.152588
2021-05-27 23:50:18,1.5079,52.309036,106.162033
2021-05-28 00:05:20,1.5179,52.293282,106.138382
2021-05-28 00:20:21,1.5237,52.294052,106.11087
2021-05-28 00:35:23,1.4341,52.29208,106.105644
2021-05-28 00:50:28,1.4129,52.295994,106.096985
2021-05-28 01:05:30,1.9339,52.298656,106.063141
2021-05-28 01:20:35,1.6806,52.302307,106.027985
2021-05-28 01:35:37,1.9878,52.305824,105.992638
2021-05-28 01:50:38,2.2933,52.293327,106.006729
2021-05-28 02:05:40,2.0964,52.280792,106.03363
2021-05-28 02:20:45,1.4161,52.268852,106.061302
2021-05-28 02:35:47,1.3335,52.256592,106.089081
2021-05-28 02:50:52,1.1873,52.235977,106.084084
2021-05-28 03:05:54,1.2886,52.215332,106.082581
2021-05-28 03:20:59,1.3831,52.214157,106.113014
2021-05-28 03:36:01,1.2089,52.232674,106.117409
2021-05-28 03:51:02,1.1732,52.235512,106.095276
2021-05-28 04:06:04,1.1707,52.230438,106.060394
2021-05-28 04:21:09,1.1126,52.226105,106.025139
2021-05-28 04:36:11,1.1998,52.222523,105.989555
2021-05-28 04:51:16,1.8158,52.218433,105.954285
2021-05-28 05:06:18,1.8979,52.213261,105.93988
2021-05-28 05:21:23,2.0024,52.207886,105.970734
2021-05-28 05:36:25,1.2667,52.19949,106.000816
2021-05-28 05:51:30,1.2281,52.191105,106.030922
2021-05-28 06:06:32,1.2691,52.182522,106.061943
2021-05-28 06:21:37,1.6466,52.173637,106.092384
2021-05-28 06:36:39,1.7462,52.153656,106.096481
2021-05-28 06:51:44,1.7285,52.147137,106.065285
2021-05-28 07:06:46,1.7461,52.143974,106.030243
2021-05-28 07:21:51,1.5237,52.140556,105.994362
2021-05-28 07:36:53,1.6457,52.138279,105.959007
2021-05-28 07:51:58,1.9712,52.13509,105.923508
2021-05-28 08:07:00,1.94,52.131363,105.936668
2021-05-28 08:22:05,1.4448,52.124851,105.96608
2021-05-28 08:37:07,1.8775,52.11845,105.99575
2021-05-28 08:52:13,1.8327,52.112469,106.025314
2021-05-28 09:07:18,1.6535,52.105728,106.055168
2021-05-28 09:22:20,1.5068,52.094879,106.075073
2021-05-28 09:37:25,1.3644,52.078049,106.054123
2021-05-28 09:52:27,1.5902,52.071033,106.021782
2021-05-28 10:07:32,1.5763,52.067314,105.988487
2021-05-28 10:22:34,1.4116,52.062752,105.955597
2021-05-28 10:37:39,1.5554,52.05864,105.921997
2021-05-28 10:52:41,2.4963,52.05529,105.887772
2021-05-28 11:07:46,1.6249,52.057903,105.912537
2021-05-28 11:22:49,1.3882,52.054928,105.945412
2021-05-28 11:37:54,1.42,52.052254,105.97818
2021-05-28 11:52:56,1.3528,52.059837,105.999268
2021-05-28 12:08:00,1.6315,52.073215,106.013611
2021-05-28 12:23:02,1.5126,52.069416,106.016937
2021-05-28 12:38:08,2.1889,52.071056,105.981026
2021-05-28 12:53:10,1.8878,52.079319,106.025841
2021-05-28 13:08:15,1.9103,52.078476,106.025269
2021-05-28 13:23:17,1.7942,52.077007,106.025253
2021-05-28 13:38:22,1.6184,52.075279,106.025558
2021-05-28 13:53:24,1.4305,52.062195,106.011818
2021-05-28 14:08:29,1.3518,52.046326,106.013298
2021-05-28 14:23:31,1.4143,52.039009,106.046486
2021-05-28 14:38:36,1.0722,52.032082,106.072624
2021-05-28 14:53:38,1.5156,52.023178,106.070671
2021-05-28 15:08:43,1.4415,52.014454,106.04335
2021-05-28 15:23:45,1.2943,52.005123,106.014374
2021-05-28 15:38:50,1.4657,51.990871,106.033073
2021-05-28 15:53:56,1.2426,51.981358,106.066422
2021-05-28 16:08:58,1.2401,51.97356,106.05365
2021-05-28 16:24:03,1.2468,51.968521,106.018654
2021-05-28 16:39:05,1.2339,51.953171,106.025696
2021-05-28 16:54:10,1.3518,51.942505,106.057625
2021-05-28 17:09:12,1.2603,51.938683,106.045494
2021-05-28 17:24:17,1.3693,51.930523,106.027702
2021-05-28 17:39:19,1.3817,51.91428,106.03714
2021-05-28 17:54:20,1.3315,51.905731,106.022461
2021-05-28 18:09:22,1.861,51.891651,105.998497
2021-05-28 18:24:27,1.8106,51.882797,106.01786
2021-05-28 18:39:33,1.5653,51.875301,106.052162
2021-05-28 18:54:35,1.6349,51.874611,106.040657
2021-05-28 19:09:40,1.7255,51.879185,105.998039
2021-05-28 19:24:42,1.8167,51.901642,106.023537
2021-05-28 19:39:47,1.3455,51.928242,106.042465
2021-05-28 19:54:49,1.5481,51.957504,106.061424
2021-05-28 20:09:54,1.2992,51.984802,106.06308
2021-05-28 20:24:56,1.0936,51.991734,106.055992
2021-05-28 20:40:01,0.6668,51.995457,106.05851
2021-05-28 20:55:03,1.0988,51.99062,106.087479
2021-05-28 21:10:04,0.9291,51.988853,106.086555
2021-05-28 21:25:06,1.0352,51.987019,106.08503
2021-05-28 21:40:11,1.2766,52.010052,106.099289
2021-05-28 21:55:13,1.3658,52.041485,106.1157
2021-05-28 22:10:18,2.0437,52.073093,106.132523
2021-05-28 22:25:20,2.5512,52.103485,106.148819
2021-05-28 22:40:21,2.4627,52.102188,106.150375
2021-05-28 22:55:23,2.627,52.099247,106.148865
2021-05-28 23:10:28,2.1404,52.110935,106.153809
2021-05-28 23:25:30,2.1085,52.135319,106.148155
2021-05-28 23:40:35,2.175,52.15448,106.145226
2021-05-28 23:55:41,2.027,52.184288,106.153854
2021-05-29 00:10:43,2.1811,52.184834,106.155609
2021-05-29 00:25:48,1.9012,52.188931,106.147209
2021-05-29 00:40:50,1.7945,52.20295,106.096535
2021-05-29 00:55:55,1.5605,52.219891,106.046036
2021-05-29 01:10:57,1.3486,52.242847,106.01368
2021-05-29 01:26:02,1.5346,52.271553,106.037865
2021-05-29 01:41:04,2.0001,52.291981,106.058479
2021-05-29 01:56:09,1.8173,52.312511,106.07402
2021-05-29 02:11:11,1.7759,52.333351,106.082115
2021-05-29 02:26:16,1.7875,52.343647,106.112473
2021-05-29 02:41:18,1.7916,52.346931,106.143723
2021-05-29 02:56:23,1.9809,52.363209,106.169571
2021-05-29 03:11:26,1.956,52.360561,106.165916
2021-05-29 03:26:31,1.7539,52.34547,106.13649
2021-05-29 03:41:33,1.6149,52.341274,106.101059
2021-05-29 03:56:38,2.0423,52.328632,106.081886
2021-05-29 04:11:40,2.061,52.308163,106.076637
2021-05-29 04:26:45,2.1622,52.301868,106.073158
2021-05-29 04:41:47,1.9433,52.324688,106.08078
2021-05-29 04:56:52,1.6393,52.338573,106.092224
2021-05-29 05:11:54,1.7755,52.343906,106.12796
2021-05-29 05:26:59,1.7575,52.357334,106.159523
2021-05-29 05:42:01,1.9764,52.367527,106.175606
2021-05-29 05:57:06,1.8998,52.337528,106.163338
2021-05-29 06:12:08,1.811,52.305656,106.147362
2021-05-29 06:27:13,1.7606,52.273445,106.129936
2021-05-29 06:42:19,1.4587,52.24057,106.112862
2021-05-29 06:57:21,1.8359,52.208122,106.093674
2021-05-29 07:12:26,1.8122,52.176067,106.071594
2021-05-29 07:27:28,1.8779,52.142658,106.058952
2021-05-29 07:42:33,1.874,52.11026,106.041985
2021-05-29 07:57:39,1.5591,52.078037,106.029877
2021-05-29 08:12:41,1.5785,52.078888,106.028221
2021-05-29 08:27:46,1.5606,52.077602,106.03038
2021-05-29 08:42:48,1.5359,52.076252,106.029816
2021-05-29 08:57:53,1.5123,52.075493,106.030579
2021-05-29 09:12:55,1.5144,52.075535,106.03035
2021-05-29 09:28:00,1.5175,52.075249,106.029732
2021-05-29 09:43:02,1.5232,52.076595,106.030495
2021-05-29 09:58:03,1.5217,52.076435,106.029488
2021-05-29 10:13:05,1.551,52.076435,106.02874
2021-05-29 10:28:10,1.5914,52.076881,106.028061
2021-05-29 10:43:12,1.5814,52.078072,106.027489
2021-05-29 10:58:18,2.2718,52.079945,106.00103
2021-05-29 11:13:19,2.2469,52.079254,105.967743
2021-05-29 11:28:24,2.3969,52.079563,105.93457
2021-05-29 11:43:26,2.5783,52.079857,105.901215
2021-05-29 11:58:27,2.6863,52.080219,105.868187
2021-05-29 12:13:29,2.5922,52.10424,105.838013
2021-05-29 12:28:34,2.7675,52.133854,105.806519
2021-05-29 12:43:36,2.8272,52.16478,105.780212
2021-05-29 12:58:41,2.892,52.196178,105.755173
2021-05-29 13:13:43,2.6099,52.227234,105.728783
2021-05-29 13:28:45,3.2008,52.256779,105.708267
2021-05-29 13:43:46,3.6097,52.260204,105.707031
2021-05-29 13:58:52,3.6781,52.260418,105.706985
2021-05-29 14:13:54,3.725,52.260391,105.707245
2021-05-29 14:28:59,3.7312,52.26046,105.706985
2021-05-29 14:44:05,3.7929,52.260475,105.707161
2021-05-29 14:59:06,2.9425,52.250732,105.707008
2021-05-29 15:14:12,2.8062,52.217274,105.69207
2021-05-29 15:29:14,2.7448,52.185261,105.672539
2021-05-29 15:44:19,2.7703,52.156673,105.645233
2021-05-29 15:59:21,2.734,52.130901,105.611069
2021-05-29 16:14:26,2.8158,52.104313,105.576912
2021-05-29 16:29:28,2.7656,52.077503,105.542603
2021-05-29 16:44:33,2.8757,52.050297,105.507813
2021-05-29 16:59:35,2.8336,52.026081,105.467873
2021-05-29 17:14:40,2.7906,52.007015,105.420792
2021-05-29 17:29:42,2.8253,51.991428,105.371368
2021-05-29 17:44:47,2.8517,51.976772,105.349838
2021-05-29 17:59:49,2.878,51.967964,105.343605
2021-05-29 18:14:54,2.793,51.94294,105.307198
2021-05-29 18:29:56,2.8351,51.919418,105.266701
2021-05-29 18:45:01,2.7866,51.905979,105.214172
2021-05-29 19:00:03,2.6517,51.893024,105.162354
2021-05-29 19:15:08,2.6749,51.880486,105.10881
2021-05-29 19:30:10,2.645,51.868568,105.0541
2021-05-29 19:45:15,2.845,51.856358,104.999977
2021-05-29 20:00:17,2.7349,51.843483,104.946808
2021-05-29 20:15:22,3.0673,51.834942,104.891365
2021-05-29 20:30:24,5.0047,51.847748,104.870171
2021-06-01 23:41:37,8.4474,51.798889,104.371696
2021-06-01 23:56:42,6.1948,51.798935,104.371704
2021-06-02 00:11:44,3.2233,51.798649,104.371712
2021-06-02 00:26:49,3.2352,51.798447,104.370972
2021-06-02 00:41:51,3.2411,51.798401,104.370888
2021-06-02 00:56:56,3.2307,51.798374,104.371056
2021-06-02 01:26:37,3.2507,51.798389,104.37101
2021-06-02 01:41:42,3.2502,51.798378,104.37133
2021-06-02 10:52:42,2.7191,51.676914,103.877266
2021-06-02 11:07:47,2.7241,51.676987,103.875603
2021-06-02 11:22:49,2.6724,51.677074,103.873932
2021-06-02 11:37:54,2.7392,51.677143,103.872169
2021-06-02 11:52:56,2.6895,51.677265,103.869072
2021-06-02 12:08:01,2.6681,51.6772,103.867279
2021-06-02 12:23:07,2.6049,51.677307,103.865463
2021-06-02 12:38:09,2.6257,51.677422,103.863632
2021-06-02 12:53:14,2.6089,51.677547,103.861679
2021-06-02 13:08:16,2.6842,51.677261,103.860962
2021-06-02 13:23:21,2.6821,51.677032,103.860764
2021-06-02 13:38:23,2.708,51.675278,103.866531
2021-06-02 13:53:28,2.5947,51.674522,103.876663
2021-06-02 14:08:30,2.7979,51.67543,103.876915
2021-06-02 14:23:35,2.7385,51.676739,103.877548
2021-06-02 14:38:37,2.619,51.677204,103.879082
2021-06-02 14:53:42,2.7458,51.676945,103.880104
2021-06-02 15:08:44,2.6386,51.677364,103.881073
2021-06-02 15:23:49,2.5469,51.677929,103.885735
2021-06-02 15:38:51,2.5479,51.678467,103.887009
2021-06-02 15:53:56,2.548,51.679031,103.888657
2021-06-02 16:08:58,2.4582,51.681396,103.899612
2021-06-02 16:24:03,2.713,51.694649,103.952248
2021-06-02 16:39:05,3.1421,51.707836,104.005676
2021-06-02 16:54:10,3.0491,51.721088,104.059052
2021-06-02 17:09:12,3.0121,51.734535,104.111954
2021-06-02 17:24:17,2.7961,51.746948,104.165154
2021-06-02 17:39:19,2.8445,51.758484,104.217178
2021-06-02 17:54:24,2.8044,51.760147,104.223625
2021-06-02 18:09:26,2.8949,51.760986,104.224792
2021-06-02 18:24:31,2.8161,51.761169,104.226257
2021-06-02 18:39:33,2.8337,51.761822,104.227661
2021-06-02 18:54:38,2.8255,51.761917,104.228821
2021-06-02 19:09:40,2.8073,51.762196,104.230087
2021-06-02 19:24:45,2.7904,51.762611,104.231499
2021-06-02 19:39:47,2.8086,51.763142,104.233345
2021-06-02 19:54:52,2.8024,51.763577,104.235023
2021-06-02 20:09:54,2.7712,51.759621,104.237045
2021-06-02 20:25:00,2.7186,51.729473,104.228127
2021-06-02 20:40:01,2.7248,51.723816,104.221306
2021-06-02 20:55:11,2.7193,51.72488,104.223183
2021-06-02 21:10:17,2.6965,51.725136,104.224678
2021-06-02 21:25:18,2.7366,51.703033,104.229607
2021-06-02 21:40:23,2.649,51.66774,104.225975
2021-06-02 21:55:25,2.697,51.643784,104.22403
2021-06-02 22:10:30,2.6745,51.642921,104.224564
2021-06-02 22:25:32,2.6909,51.642551,104.225563
2021-06-02 22:40:37,2.6915,51.642719,104.226646
2021-06-02 22:55:40,2.6854,51.642235,104.226639
2021-06-02 23:10:40,2.6857,51.646141,104.225563
2021-06-02 23:25:42,2.6728,51.646671,104.226906
2021-06-02 23:40:43,2.6775,51.646778,104.228485
2021-06-02 23:55:45,2.6741,51.646614,104.229973
2021-06-03 00:10:50,2.6692,51.646713,104.231422
2021-06-03 00:25:52,2.6631,51.647057,104.232712
2021-06-03 00:40:57,2.6604,51.647419,104.234047
2021-06-03 00:55:59,2.736,51.631668,104.235764
2021-06-03 01:11:04,2.7864,51.596478,104.233246
2021-06-03 01:26:06,2.4468,51.561642,104.230637
2021-06-03 01:41:12,2.4183,51.528217,104.237617
2021-06-03 01:56:13,2.4731,51.526257,104.238014
2021-06-03 02:11:19,2.4199,51.52589,104.237541
2021-06-03 02:26:20,2.4267,51.525574,104.237091
2021-06-03 02:41:26,2.4078,51.525375,104.236664
2021-06-03 02:56:28,2.4168,51.525566,104.23539
2021-06-03 03:11:34,2.4243,51.526249,104.234169
2021-06-03 03:26:36,2.4496,51.526749,104.233047
2021-06-03 03:41:41,2.3616,51.536472,104.230545
2021-06-03 03:56:43,2.4323,51.564751,104.228668
2021-06-03 04:11:48,2.4618,51.565037,104.229698
2021-06-03 04:26:50,2.4752,51.565002,104.230942
2021-06-03 04:41:55,2.4505,51.577286,104.259903
2021-06-03 04:56:57,2.3617,51.596745,104.307037
2021-06-03 05:12:02,2.4399,51.616371,104.354492
2021-06-03 05:27:04,2.6144,51.635414,104.402824
2021-06-03 05:42:09,2.2978,51.647045,104.431633
2021-06-03 05:57:11,2.4528,51.64743,104.433197
2021-06-03 06:12:16,2.3759,51.647514,104.433899
2021-06-03 06:27:22,2.4242,51.647636,104.434067
2021-06-03 06:42:24,2.2757,51.647934,104.434364
2021-06-03 06:57:29,2.4314,51.648582,104.434479
2021-06-03 07:12:31,2.3977,51.646347,104.437302
2021-06-03 07:27:36,2.6393,51.639458,104.490929
2021-06-03 07:42:38,2.5507,51.631855,104.546898
2021-06-03 07:57:43,2.5539,51.624763,104.603523
2021-06-03 08:12:45,2.5594,51.617226,104.659752
2021-06-03 08:27:50,2.4048,51.609566,104.71637
2021-06-03 08:42:52,2.4661,51.606144,104.733315
2021-06-03 08:57:57,2.4108,51.606499,104.733025
2021-06-03 09:12:59,2.4062,51.60659,104.733086
2021-06-03 09:28:04,2.4083,51.606735,104.732437
2021-06-03 09:43:06,2.4193,51.606995,104.73156
2021-06-03 09:58:11,2.396,51.607143,104.731224
2021-06-03 10:13:13,2.4297,51.607132,104.731354
2021-06-03 10:28:14,2.4654,51.606972,104.731636
2021-06-03 10:43:16,2.4691,51.606819,104.731995
2021-06-03 10:58:21,2.4434,51.606743,104.731491
2021-06-03 11:13:23,2.4581,51.606873,104.730614
2021-06-03 11:28:28,2.5347,51.606937,104.729828
2021-06-03 11:43:30,2.4444,51.606918,104.729309
2021-06-03 11:58:35,2.4293,51.611206,104.734558
2021-06-03 12:13:37,2.6553,51.64357,104.75724
2021-06-03 12:28:42,2.5609,51.67572,104.781509
2021-06-03 12:43:44,2.7748,51.707508,104.806801
2021-06-03 12:58:49,2.7495,51.73893,104.83326
2021-06-03 13:13:51,2.9179,51.770401,104.858742
2021-06-03 13:28:56,2.9508,51.800365,104.889206
2021-06-03 13:43:58,2.9997,51.816299,104.909004
2021-06-03 13:58:59,3.0735,51.816444,104.910194
2021-06-03 14:14:01,3.0906,51.81572,104.910576
2021-06-03 14:29:06,3.1185,51.81538,104.910713
2021-06-03 14:44:08,3.2848,51.815044,104.910744
2021-06-03 14:59:13,3.0467,51.815235,104.910454
2021-06-03 15:14:15,3.0927,51.815483,104.909538
2021-06-03 15:29:20,3.1409,51.815678,104.908836
