Time,T,Lat,Lon,Image Time,Image T,MODIS
2022-06-05 00:50:47+08:00,2.1895,52.47456,106.117088,2022-06-05 01:01:00+08:00,2.3500000000000227,MOD21_Terra_day
2022-06-09 01:16:23+08:00,2.4819,54.860058,109.416969,2022-06-09 01:19:00+08:00,2.07000000000005,MOD21_Aqua_day
2021-10-18 00:59:34+08:00,6.0272,52.883705,107.152977,2021-10-18 01:06:00+08:00,6.310000000000002,MOD21_Terra_day
2024-09-29 01:02:00+08:00,10.99,55.69229,109.90056,2024-09-29 01:03:00+08:00,9.670000000000016,MOD21_Terra_day
2022-08-04 00:50:03+08:00,15.1996,55.503078,109.369446,2022-08-04 01:04:00+08:00,14.910000000000023,MOD21_Terra_day
2021-06-12 01:16:46+08:00,2.453,55.065163,109.483406,2021-06-12 01:17:00+08:00,3.790000000000021,MOD21_Aqua_day
2024-09-28 01:09:00+08:00,11.47095,55.73516,109.54992,2024-09-28 01:22:00+08:00,10.310000000000002,MOD21_Aqua_day
2023-09-21 01:09:42+08:00,14.5455,51.890114,105.243034,2023-09-21 01:13:00+08:00,14.990000000000007,MOD21_Aqua_day
2021-08-15 00:54:34+08:00,17.1002,54.318539,109.028351,2021-08-15 01:06:00+08:00,17.810000000000002,MOD21_Terra_day
2024-08-06 01:21:00+08:00,19.153,52.29995,106.04399,2024-08-06 01:24:00+08:00,19.670000000000016,MOD21_Aqua_day
2024-06-07 01:03:00+08:00,2.641278,53.46376,108.3407,2024-06-07 01:06:00+08:00,3.690000000000055,MOD21_Terra_day
2024-08-04 00:52:00+08:00,17.9514,54.29108,108.84055,2024-08-04 01:04:00+08:00,18.750000000000057,MOD21_Terra_day
2021-09-20 00:49:16+08:00,9.3678,51.787987,105.014519,2021-09-20 01:03:00+08:00,8.170000000000016,MOD21_Terra_day
2024-09-24 01:13:00+08:00,11.9118,52.74237,107.63933,2024-09-24 01:16:00+08:00,12.490000000000007,MOD21_Aqua_day
2023-09-25 00:55:10+08:00,14.2664,53.873199,108.911842,2023-09-25 00:59:00+08:00,14.83000000000004,MOD21_Terra_day
2024-06-08 00:55:00+08:00,2.490786,54.28827,108.7451,2024-06-08 01:01:00+08:00,3.490000000000009,MOD21_Terra_day
2021-06-05 01:03:30+08:00,2.5783,51.86187,105.282234,2021-06-05 01:06:00+08:00,1.7700000000000389,MOD21_Terra_day
2024-08-02 01:12:00+08:00,18.06155,55.31388,109.47988,2024-08-02 01:18:00+08:00,18.05000000000001,MOD21_Aqua_day
2022-06-10 00:51:49+08:00,3.2185,55.574482,109.594162,2022-06-10 01:03:00+08:00,3.5300000000000296,MOD21_Terra_day
2023-07-23 00:52:07+08:00,14.1346,54.379456,109.423767,2023-07-23 01:03:00+08:00,14.870000000000005,MOD21_Terra_day
2021-08-20 01:02:57+08:00,14.1535,52.319794,106.179749,2021-08-20 01:09:00+08:00,14.510000000000048,MOD21_Aqua_day
2024-09-06 01:07:00+08:00,15.2453,52.36332,106.28697,2024-09-06 01:22:00+08:00,16.750000000000057,MOD21_Aqua_day
2023-07-17 00:43:31+08:00,15.633,51.646149,104.223557,2023-07-17 00:58:00+08:00,17.430000000000007,MOD21_Terra_day
2021-09-23 01:05:51+08:00,9.0724,52.885292,107.865669,2021-09-23 01:06:00+08:00,9.83000000000004,MOD21_Terra_day
2023-09-25 00:55:10+08:00,14.2664,53.873199,108.911842,2023-09-25 01:10:00+08:00,15.590000000000032,MOD21_Aqua_day
2023-10-29 00:57:18+08:00,6.0883,51.719025,105.437889,2023-10-29 01:00:00+08:00,4.170000000000016,MOD21_Terra_day
2023-09-19 01:02:14+08:00,14.7785,51.677891,103.898926,2023-09-19 01:04:00+08:00,15.050000000000011,MOD21_Terra_day
2023-10-27 00:48:34+08:00,8.5253,52.155727,106.010422,2023-10-27 01:01:00+08:00,8.250000000000057,MOD21_Terra_day
2024-06-12 01:13:00+08:00,3.051767,53.35366,107.4921,2024-06-12 01:16:00+08:00,3.730000000000018,MOD21_Aqua_day
2022-07-31 00:51:34+08:00,11.3464,51.917061,105.646416,2022-07-31 01:06:00+08:00,10.390000000000043,MOD21_Terra_day
2024-10-02 01:08:00+08:00,9.0184,51.98664,105.67645,2024-10-02 01:18:00+08:00,10.510000000000048,MOD21_Aqua_day
2021-07-29 01:05:10+08:00,7.1098,53.165829,107.996971,2021-07-29 01:13:00+08:00,9.250000000000057,MOD21_Aqua_day
2023-09-29 01:12:28+08:00,11.9472,53.637356,108.127731,2023-09-29 01:16:00+08:00,10.810000000000002,MOD21_Aqua_day
2024-06-03 01:06:00+08:00,3.386567,51.86618,105.3605,2024-06-03 01:19:00+08:00,6.130000000000052,MOD21_Aqua_day
2021-07-30 01:10:56+08:00,12.3419,54.424122,108.716713,2021-07-30 01:17:00+08:00,14.410000000000023,MOD21_Aqua_day
2023-09-20 01:06:43+08:00,14.61,51.575504,105.126305,2023-09-20 01:18:00+08:00,15.970000000000027,MOD21_Aqua_day
2021-06-08 00:56:41+08:00,2.0715,53.194977,107.806984,2021-06-08 01:08:00+08:00,2.730000000000018,MOD21_Terra_day
2021-10-21 01:00:26+08:00,7.2825,52.79134,106.612228,2021-10-21 01:09:00+08:00,11.430000000000009,MOD21_Terra_day
2021-08-15 01:09:39+08:00,17.5138,54.351234,109.050339,2021-08-15 01:17:00+08:00,18.470000000000027,MOD21_Aqua_day
2024-07-24 00:49:00+08:00,15.44447,51.57141,104.39112,2024-07-24 01:00:00+08:00,17.890000000000043,MOD21_Terra_day
